Facility Name,Station ID,Sample Code,Latitude,Longitude,Year,Sample Type,Sample Description,Parameter,Result,Guideline/Screening Levels
Cigar Lake Operation,CL01,CL01-F02B,58.058,-104.405,2024.0,Food,Fish - Lake Whitefish,Radium-226,<0.07 Bq/kg fresh weight,5.24 Bq/kg fresh weight
Cigar Lake Operation,CL01,CL01-F02B,58.058,-104.405,2024.0,Food,Fish - Lake Whitefish,Thorium-230,<0.1 Bq/kg fresh weight,6.98 Bq/kg fresh weight
Cigar Lake Operation,CL01,CL01-F02B,58.058,-104.405,2024.0,Food,Fish - Lake Whitefish,Lead-210,<1 Bq/kg fresh weight,2.12 Bq/kg fresh weight
Cigar Lake Operation,CL01,CL01-F02C,58.058,-104.405,2024.0,Food,Fish - Lake Whitefish,Arsenic,0.02 µg/g fresh weight,0.07 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F02C,58.058,-104.405,2024.0,Food,Fish - Lake Whitefish,Copper,0.15 µg/g fresh weight,5.32 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F02C,58.058,-104.405,2024.0,Food,Fish - Lake Whitefish,Lead,<0.002 µg/g fresh weight,0.07 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F02C,58.058,-104.405,2024.0,Food,Fish - Lake Whitefish,Molybdenum,<0.02 µg/g fresh weight,0.11 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F02C,58.058,-104.405,2024.0,Food,Fish - Lake Whitefish,Nickel,<0.01 µg/g fresh weight,0.42 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F02C,58.058,-104.405,2024.0,Food,Fish - Lake Whitefish,Selenium,0.31 µg/g fresh weight,0.22 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F02C,58.058,-104.405,2024.0,Food,Fish - Lake Whitefish,Uranium,<0.001 µg/g fresh weight,0.02 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F02C,58.058,-104.405,2024.0,Food,Fish - Lake Whitefish,Zinc,4.4 µg/g fresh weight,21.65 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F02C,58.058,-104.405,2024.0,Food,Fish - Lake Whitefish,Polonium-210,1.5 Bq/kg fresh weight,1.22 Bq/kg fresh weight
Cigar Lake Operation,CL01,CL01-F02C,58.058,-104.405,2024.0,Food,Fish - Lake Whitefish,Radium-226,<0.08 Bq/kg fresh weight,5.24 Bq/kg fresh weight
Cigar Lake Operation,CL01,CL01-F02C,58.058,-104.405,2024.0,Food,Fish - Lake Whitefish,Thorium-230,<0.2 Bq/kg fresh weight,6.98 Bq/kg fresh weight
Cigar Lake Operation,CL01,CL01-F02C,58.058,-104.405,2024.0,Food,Fish - Lake Whitefish,Lead-210,<1 Bq/kg fresh weight,2.12 Bq/kg fresh weight
Cigar Lake Operation,CL01,CL01-F03A,58.058,-104.405,2024.0,Food,Fish - Trout,Arsenic,0.02 µg/g fresh weight,0.07 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03A,58.058,-104.405,2024.0,Food,Fish - Trout,Copper,0.43 µg/g fresh weight,5.32 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03A,58.058,-104.405,2024.0,Food,Fish - Trout,Lead,<0.002 µg/g fresh weight,0.07 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03A,58.058,-104.405,2024.0,Food,Fish - Trout,Molybdenum,<0.02 µg/g fresh weight,0.11 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03A,58.058,-104.405,2024.0,Food,Fish - Trout,Nickel,<0.01 µg/g fresh weight,0.42 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03A,58.058,-104.405,2024.0,Food,Fish - Trout,Selenium,0.32 µg/g fresh weight,0.22 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03A,58.058,-104.405,2024.0,Food,Fish - Trout,Uranium,<0.001 µg/g fresh weight,0.02 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03A,58.058,-104.405,2024.0,Food,Fish - Trout,Zinc,3.8 µg/g fresh weight,21.65 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03A,58.058,-104.405,2024.0,Food,Fish - Trout,Polonium-210,<0.2 Bq/kg fresh weight,1.22 Bq/kg fresh weight
Cigar Lake Operation,CL01,CL01-F03A,58.058,-104.405,2024.0,Food,Fish - Trout,Radium-226,<0.09 Bq/kg fresh weight,5.24 Bq/kg fresh weight
Cigar Lake Operation,CL01,CL01-F03A,58.058,-104.405,2024.0,Food,Fish - Trout,Thorium-230,<0.2 Bq/kg fresh weight,6.98 Bq/kg fresh weight
Cigar Lake Operation,CL01,CL01-F03A,58.058,-104.405,2024.0,Food,Fish - Trout,Lead-210,<1 Bq/kg fresh weight,2.12 Bq/kg fresh weight
Cigar Lake Operation,CL01,CL01-F03B,58.058,-104.405,2024.0,Food,Fish - Trout,Arsenic,0.03 µg/g fresh weight,0.07 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03B,58.058,-104.405,2024.0,Food,Fish - Trout,Copper,0.28 µg/g fresh weight,5.32 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03B,58.058,-104.405,2024.0,Food,Fish - Trout,Lead,<0.002 µg/g fresh weight,0.07 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03B,58.058,-104.405,2024.0,Food,Fish - Trout,Molybdenum,<0.02 µg/g fresh weight,0.11 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03B,58.058,-104.405,2024.0,Food,Fish - Trout,Nickel,<0.01 µg/g fresh weight,0.42 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03B,58.058,-104.405,2024.0,Food,Fish - Trout,Selenium,0.19 µg/g fresh weight,0.22 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03B,58.058,-104.405,2024.0,Food,Fish - Trout,Uranium,<0.001 µg/g fresh weight,0.02 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03B,58.058,-104.405,2024.0,Food,Fish - Trout,Zinc,4.1 µg/g fresh weight,21.65 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03B,58.058,-104.405,2024.0,Food,Fish - Trout,Polonium-210,<0.2 Bq/kg fresh weight,1.22 Bq/kg fresh weight
Cigar Lake Operation,CL01,CL01-F03B,58.058,-104.405,2024.0,Food,Fish - Trout,Radium-226,<0.06 Bq/kg fresh weight,5.24 Bq/kg fresh weight
Cigar Lake Operation,CL01,CL01-F03B,58.058,-104.405,2024.0,Food,Fish - Trout,Thorium-230,<0.1 Bq/kg fresh weight,6.98 Bq/kg fresh weight
Cigar Lake Operation,CL01,CL01-F03B,58.058,-104.405,2024.0,Food,Fish - Trout,Lead-210,<1 Bq/kg fresh weight,2.12 Bq/kg fresh weight
Cigar Lake Operation,CL01,CL01-F03C,58.058,-104.405,2024.0,Food,Fish - Trout,Arsenic,0.03 µg/g fresh weight,0.07 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03C,58.058,-104.405,2024.0,Food,Fish - Trout,Copper,0.19 µg/g fresh weight,5.32 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03C,58.058,-104.405,2024.0,Food,Fish - Trout,Lead,<0.002 µg/g fresh weight,0.07 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03C,58.058,-104.405,2024.0,Food,Fish - Trout,Molybdenum,<0.02 µg/g fresh weight,0.11 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03C,58.058,-104.405,2024.0,Food,Fish - Trout,Nickel,<0.01 µg/g fresh weight,0.42 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03C,58.058,-104.405,2024.0,Food,Fish - Trout,Selenium,0.28 µg/g fresh weight,0.22 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03C,58.058,-104.405,2024.0,Food,Fish - Trout,Uranium,<0.001 µg/g fresh weight,0.02 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03C,58.058,-104.405,2024.0,Food,Fish - Trout,Zinc,3.4 µg/g fresh weight,21.65 µg/g fresh weight
Cigar Lake Operation,CL01,CL01-F03C,58.058,-104.405,2024.0,Food,Fish - Trout,Polonium-210,<0.2 Bq/kg fresh weight,1.22 Bq/kg fresh weight
Cigar Lake Operation,CL01,CL01-F03C,58.058,-104.405,2024.0,Food,Fish - Trout,Radium-226,<0.06 Bq/kg fresh weight,5.24 Bq/kg fresh weight
Cigar Lake Operation,CL01,CL01-F03C,58.058,-104.405,2024.0,Food,Fish - Trout,Thorium-230,<0.1 Bq/kg fresh weight,6.98 Bq/kg fresh weight
Cigar Lake Operation,CL01,CL01-F03C,58.058,-104.405,2024.0,Food,Fish - Trout,Lead-210,<1 Bq/kg fresh weight,2.12 Bq/kg fresh weight
Cigar Lake Operation,CL01,CL01-W01,58.058,-104.405,2024.0,Water,Lake (surface),Arsenic,0.2 µg/L,5 µg/L
Cigar Lake Operation,CL01,CL01-W01,58.058,-104.405,2024.0,Water,Lake (surface),Copper,<0.0002 mg/L,0.002 mg/L
Cigar Lake Operation,CL01,CL01-W01,58.058,-104.405,2024.0,Water,Lake (surface),Lead,<0.0001 mg/L,0.001 mg/L
Cigar Lake Operation,CL01,CL01-W01,58.058,-104.405,2024.0,Water,Lake (surface),Molybdenum,0.0012 mg/L,31 mg/L
Cigar Lake Operation,CL01,CL01-W01,58.058,-104.405,2024.0,Water,Lake (surface),Nickel,<0.0001 mg/L,0.025 mg/L
Cigar Lake Operation,CL01,CL01-W01,58.058,-104.405,2024.0,Water,Lake (surface),Selenium,<0.0001 mg/L,0.001 mg/L
Cigar Lake Operation,CL01,CL01-W01,58.058,-104.405,2024.0,Water,Lake (surface),Uranium,<0.1 µg/L,15 µg/L
Cigar Lake Operation,CL01,CL01-W01,58.058,-104.405,2024.0,Water,Lake (surface),Zinc,0.0006 mg/L,0.03 mg/L
Cigar Lake Operation,CL01,CL01-W01,58.058,-104.405,2024.0,Water,Lake (surface),Ammonia,0.03 mg/L,0.3 mg/L
Cigar Lake Operation,CL01,CL01-W01,58.058,-104.405,2024.0,Water,Lake (surface),Total hardness,8 mg/L,N/A
Cigar Lake Operation,CL01,CL01-W01,58.058,-104.405,2024.0,Water,Lake (surface),Lead-210,<0.02 Bq/L,0.2 Bq/L
Cigar Lake Operation,CL01,CL01-W01,58.058,-104.405,2024.0,Water,Lake (surface),Polonium-210,<0.005 Bq/L,0.1 Bq/L
Cigar Lake Operation,CL01,CL01-W01,58.058,-104.405,2024.0,Water,Lake (surface),Radium-226,<0.005 Bq/L,0.5 Bq/L
Cigar Lake Operation,CL01,CL01-W01,58.058,-104.405,2024.0,Water,Lake (surface),Thorium-230,<0.01 Bq/L,0.6 Bq/L
Cigar Lake Operation,CL01,CL01-W01,58.058,-104.405,2024.0,Water,Lake (surface),Total Suspended Solids,2 mg/L,N/A
Cigar Lake Operation,CL01,CL01-W01,58.058,-104.405,2024.0,Water,Lake (surface),pH,6.6,6.5 - 9.0 
Cigar Lake Operation,CL02,CL02-F01A,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Arsenic,0.03 µg/g fresh weight,0.07 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01A,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Copper,0.12 µg/g fresh weight,5.32 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01A,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Lead,<0.002 µg/g fresh weight,0.07 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01A,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Molybdenum,<0.02 µg/g fresh weight,0.11 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01A,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Nickel,<0.01 µg/g fresh weight,0.42 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01A,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Selenium,0.25 µg/g fresh weight,0.22 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01A,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Uranium,<0.001 µg/g fresh weight,0.02 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01A,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Zinc,3.5 µg/g fresh weight,21.65 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01A,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Polonium-210,2.1 Bq/kg fresh weight,1.22 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01A,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Radium-226,<0.07 Bq/kg fresh weight,5.24 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01A,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Thorium-230,<0.1 Bq/kg fresh weight,6.98 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01A,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Lead-210,<1 Bq/kg fresh weight,2.12 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Arsenic,0.02 µg/g fresh weight,0.07 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Copper,0.09 µg/g fresh weight,5.32 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Lead,<0.002 µg/g fresh weight,0.07 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Molybdenum,<0.02 µg/g fresh weight,0.11 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Nickel,<0.01 µg/g fresh weight,0.42 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Selenium,0.21 µg/g fresh weight,0.22 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Uranium,<0.001 µg/g fresh weight,0.02 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Zinc,3.4 µg/g fresh weight,21.65 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Polonium-210,2.6 Bq/kg fresh weight,1.22 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Radium-226,<0.06 Bq/kg fresh weight,5.24 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Thorium-230,<0.1 Bq/kg fresh weight,6.98 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Lead-210,<1 Bq/kg fresh weight,2.12 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Arsenic,0.03 µg/g fresh weight,0.07 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Copper,0.1 µg/g fresh weight,5.32 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Lead,<0.002 µg/g fresh weight,0.07 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Molybdenum,<0.02 µg/g fresh weight,0.11 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Nickel,<0.01 µg/g fresh weight,0.42 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Selenium,0.23 µg/g fresh weight,0.22 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Uranium,0.001 µg/g fresh weight,0.02 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Zinc,3.3 µg/g fresh weight,21.65 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Polonium-210,2.1 Bq/kg fresh weight,1.22 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Radium-226,<0.07 Bq/kg fresh weight,5.24 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Thorium-230,<0.1 Bq/kg fresh weight,6.98 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2024.0,Food,Fish - Northern Pike,Lead-210,<1 Bq/kg fresh weight,2.12 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Arsenic,0.03 µg/g fresh weight,0.07 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Copper,0.13 µg/g fresh weight,5.32 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Lead,<0.002 µg/g fresh weight,0.07 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Molybdenum,<0.02 µg/g fresh weight,0.11 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Nickel,<0.01 µg/g fresh weight,0.42 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Selenium,0.61 µg/g fresh weight,0.22 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Uranium,<0.001 µg/g fresh weight,0.02 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Zinc,3.8 µg/g fresh weight,21.65 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Polonium-210,0.4 Bq/kg fresh weight,1.22 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Radium-226,<0.07 Bq/kg fresh weight,5.24 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Thorium-230,<0.1 Bq/kg fresh weight,6.98 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Lead-210,<1 Bq/kg fresh weight,2.12 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Arsenic,0.03 µg/g fresh weight,0.07 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Copper,0.17 µg/g fresh weight,5.32 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Lead,<0.002 µg/g fresh weight,0.07 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Molybdenum,<0.02 µg/g fresh weight,0.11 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Nickel,<0.01 µg/g fresh weight,0.42 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Selenium,0.39 µg/g fresh weight,0.22 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Uranium,<0.001 µg/g fresh weight,0.02 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Zinc,7.2 µg/g fresh weight,21.65 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Polonium-210,1.5 Bq/kg fresh weight,1.22 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Radium-226,<0.07 Bq/kg fresh weight,5.24 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Thorium-230,<0.1 Bq/kg fresh weight,6.98 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Lead-210,<1 Bq/kg fresh weight,2.12 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Arsenic,0.06 µg/g fresh weight,0.07 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Copper,0.12 µg/g fresh weight,5.32 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Lead,<0.002 µg/g fresh weight,0.07 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Molybdenum,<0.02 µg/g fresh weight,0.11 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Nickel,<0.01 µg/g fresh weight,0.42 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Selenium,0.26 µg/g fresh weight,0.22 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Uranium,<0.001 µg/g fresh weight,0.02 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Zinc,3.4 µg/g fresh weight,21.65 µg/g fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Polonium-210,<0.2 Bq/kg fresh weight,1.22 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Radium-226,<0.1 Bq/kg fresh weight,5.24 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Thorium-230,<0.2 Bq/kg fresh weight,6.98 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2024.0,Food,Fish - Lake Whitefish,Lead-210,<1 Bq/kg fresh weight,2.12 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-W02,58.081,-104.501,2024.0,Water,Lake (surface),Arsenic,0.5 µg/L,5 µg/L
Cigar Lake Operation,CL02,CL02-W02,58.081,-104.501,2024.0,Water,Lake (surface),Copper,<0.0002 mg/L,0.002 mg/L
Cigar Lake Operation,CL02,CL02-W02,58.081,-104.501,2024.0,Water,Lake (surface),Lead,<0.0001 mg/L,0.001 mg/L
Cigar Lake Operation,CL02,CL02-W02,58.081,-104.501,2024.0,Water,Lake (surface),Molybdenum,0.001 mg/L,31 mg/L
Cigar Lake Operation,CL02,CL02-W02,58.081,-104.501,2024.0,Water,Lake (surface),Nickel,<0.0001 mg/L,0.025 mg/L
Cigar Lake Operation,CL02,CL02-W02,58.081,-104.501,2024.0,Water,Lake (surface),Selenium,<0.0001 mg/L,0.001 mg/L
Cigar Lake Operation,CL02,CL02-W02,58.081,-104.501,2024.0,Water,Lake (surface),Uranium,<0.1 µg/L,15 µg/L
Cigar Lake Operation,CL02,CL02-W02,58.081,-104.501,2024.0,Water,Lake (surface),Zinc,0.0006 mg/L,0.03 mg/L
Cigar Lake Operation,CL02,CL02-W02,58.081,-104.501,2024.0,Water,Lake (surface),Ammonia,0.01 mg/L,0.3 mg/L
Cigar Lake Operation,CL02,CL02-W02,58.081,-104.501,2024.0,Water,Lake (surface),Total hardness,17 mg/L,N/A
Cigar Lake Operation,CL02,CL02-W02,58.081,-104.501,2024.0,Water,Lake (surface),Lead-210,<0.02 Bq/L,0.2 Bq/L
Cigar Lake Operation,CL02,CL02-W02,58.081,-104.501,2024.0,Water,Lake (surface),Polonium-210,<0.005 Bq/L,0.1 Bq/L
Cigar Lake Operation,CL02,CL02-W02,58.081,-104.501,2024.0,Water,Lake (surface),Radium-226,<0.005 Bq/L,0.5 Bq/L
Cigar Lake Operation,CL02,CL02-W02,58.081,-104.501,2024.0,Water,Lake (surface),Thorium-230,<0.01 Bq/L,0.6 Bq/L
Cigar Lake Operation,CL02,CL02-W02,58.081,-104.501,2024.0,Water,Lake (surface),Total Suspended Solids,1 mg/L,N/A
Cigar Lake Operation,CL02,CL02-W02,58.081,-104.501,2024.0,Water,Lake (surface),pH,6.63,6.5 - 9.0 
Cigar Lake Operation,CL03,CL03-W03,58.14,-104.443,2024.0,Water,Lake (surface),Arsenic,0.1 µg/L,5 µg/L
Cigar Lake Operation,CL03,CL03-W03,58.14,-104.443,2024.0,Water,Lake (surface),Copper,<0.0002 mg/L,0.002 mg/L
Cigar Lake Operation,CL03,CL03-W03,58.14,-104.443,2024.0,Water,Lake (surface),Lead,<0.0001 mg/L,0.001 mg/L
Cigar Lake Operation,CL03,CL03-W03,58.14,-104.443,2024.0,Water,Lake (surface),Molybdenum,0.0007 mg/L,31 mg/L
Cigar Lake Operation,CL03,CL03-W03,58.14,-104.443,2024.0,Water,Lake (surface),Nickel,<0.0001 mg/L,0.025 mg/L
Cigar Lake Operation,CL03,CL03-W03,58.14,-104.443,2024.0,Water,Lake (surface),Selenium,<0.0001 mg/L,0.001 mg/L
Cigar Lake Operation,CL03,CL03-W03,58.14,-104.443,2024.0,Water,Lake (surface),Uranium,<0.1 µg/L,15 µg/L
Cigar Lake Operation,CL03,CL03-W03,58.14,-104.443,2024.0,Water,Lake (surface),Zinc,0.0005 mg/L,0.03 mg/L
Cigar Lake Operation,CL03,CL03-W03,58.14,-104.443,2024.0,Water,Lake (surface),Ammonia,0.04 mg/L,0.3 mg/L
Cigar Lake Operation,CL03,CL03-W03,58.14,-104.443,2024.0,Water,Lake (surface),Total hardness,7 mg/L,N/A
Cigar Lake Operation,CL03,CL03-W03,58.14,-104.443,2024.0,Water,Lake (surface),Lead-210,<0.02 Bq/L,0.2 Bq/L
Cigar Lake Operation,CL03,CL03-W03,58.14,-104.443,2024.0,Water,Lake (surface),Polonium-210,<0.005 Bq/L,0.1 Bq/L
Cigar Lake Operation,CL03,CL03-W03,58.14,-104.443,2024.0,Water,Lake (surface),Radium-226,<0.005 Bq/L,0.5 Bq/L
Cigar Lake Operation,CL03,CL03-W03,58.14,-104.443,2024.0,Water,Lake (surface),Thorium-230,<0.01 Bq/L,0.6 Bq/L
Cigar Lake Operation,CL03,CL03-W03,58.14,-104.443,2024.0,Water,Lake (surface),Total Suspended Solids,<1 mg/L,N/A
